doy,LAI
[-],[m2 m-2]
1,0.9412043501062177
2,0.9377042435714358
3,0.9344865001186551
4,0.931549268586259
5,0.9288906325996924
6,0.926508623737076
7,0.9244012354006823
8,0.9225664373942735
9,0.9210021912062945
10,0.9197064659989341
11,0.9186772553030397
12,0.9179125944188983
13,0.9174105785228733
14,0.9171693814799056
15,0.9171872753618728
16,0.9174626506718113
17,0.9165079378666545
18,0.9157261755927921
19,0.9151219668386181
20,0.9147003172382439
21,0.9144666443012192
22,0.9144267866422554
23,0.9145870132109474
24,0.9149540325214954
25,0.9155350018824279
26,0.916337536626323
27,0.9173697193395322
28,0.9186401090919003
29,0.92015775066649
30,0.9219321837893024
31,0.9239734523590001
32,0.9262921136766297
33,0.928899247675342
34,0.931806466150118
35,0.93502592198343
36,0.9385703182613795
37,0.9424529170125561
38,0.9466875474641478
39,0.9512886138112502
40,0.9562711024993649
41,0.9616505890200967
42,0.9674432442200439
43,0.9736658401228833
44,0.9803357552646497
45,0.9874709795422116
46,0.9950901185749393
47,1.00321239757957
48,1.0118576647582653
49,1.0210463941998658
50,1.0307996882943384
51,1.0411392796604204
52,1.052087532586455
53,1.0636674439844256
54,1.0759026438571817
55,1.0888173952788607
56,1.1024365938885048
57,1.1167857668968708
58,1.1318910716064383
59,1.1477792934446072
60,1.1644778435100953
61,1.1820147556325278
62,1.2004186829452212
63,1.2197188939711618
64,1.2399452682221834
65,1.2611282913113318
66,1.2832990495824872
67,1.3064892243627104
68,1.330731086105057
69,1.356057488527335
70,1.3825018627508663
71,1.410098211439239
72,1.4388811029370714
73,1.4688856654087667
74,1.5001475809772724
75,1.5327030792154401
76,1.5665889131576072
77,1.6018422751030668
78,1.6385006353790441
79,1.6766015034157822
80,1.7161821111337383
81,1.7572790186428864
82,1.7999276422541337
83,1.8441617048028416
84,1.8900126082844588
85,1.9375087288022623
86,1.986674633827212
87,2.0375302217699054
88,2.0900897838646504
89,2.1443609883656447
90,2.200343787055263
91,2.258029246101138
92,2.3173983542158862
93,2.378420942540752
94,2.441054769207025
95,2.505244770611912
96,2.5709224794088654
97,2.6380056092123607
98,2.7063978060171383
99,2.7759885663318906
100,2.8466533220274113
101,2.9182536918991966
102,2.9906378999445002
103,3.063641360353847
104,3.137087429217002
105,3.210788322943384
106,3.2845462040443487
107,3.3581544491820536
108,3.4313990920945896
109,3.504060331005474
110,3.5759140510462384
111,3.646733359764472
112,3.716290135717319
113,3.7843565901504275
114,3.85070684176236
115,3.9151185045544556
116,3.9773742887661463
117,4.037263614895732
118,4.0945842408066015
119,4.149143901918922
120,4.200761964486774
121,4.249271091960741
122,4.294518922399272
123,4.336369703974974
124,4.374705754154532
125,4.409428689598432
126,4.44046042474379
127,4.467743939070295
128,4.491243813049251
129,4.510946532775742
130,4.526860563283899
131,4.539016190545267
132,4.547465132150304
133,4.552279916672966
134,4.55355303171842
135,4.5513958406538455
136,4.545937268022373
137,4.537322253640102
138,4.525709977303892
139,4.511271904964211
140,4.494189802714456
141,4.474653817268866
142,4.4528606439837715
143,4.429011783157834
144,4.403311884611298
145,4.37596718054424
146,4.347184006673804
147,4.317167411650447
148,4.286119854753185
149,4.254239991863829
150,4.221721549720227
151,4.1887522884485
152,4.155513052374277
153,4.122176909112943
154,4.088908376938858
155,4.055862740433599
156,4.023185454413196
157,3.9910116361343513
158,3.9594656457796877
159,3.9286607552219586
160,3.898698905067292
161,3.869670549977407
162,3.841654592270844
163,3.8147184038031896
164,3.7889179361262997
165,3.764297918926519
166,3.7408921467419067
167,3.718723853958456
168,3.69780617808531
169,3.678142711308983
170,3.6597281395909147
171,3.642548949969282
172,3.6265841520001465
173,3.611805980220273
174,3.5981805713844874
175,3.585668616265615
176,3.574225986016985
177,3.563804333097515
178,3.5543516667593686
179,3.5458129030981764
180,3.538130389665843
181,3.5312444046459217
182,3.5250936305915612
183,3.5196156027260246
184,3.514747131805788
185,3.510424701546205
186,3.5065848406097477
187,3.503164469156825
188,3.5001012199591623
189,3.497333734075769
190,3.4948019310914686
191,3.4924472539180087
192,3.490212888157736
193,3.488043956029855
194,3.485887684859252
195,3.4836935501278976
196,3.481413393088815
197,3.479001512942632
198,3.4764147335766964
199,3.473612444866771
200,3.4705566185412993
201,3.4672117986082442
202,3.463545066556481
203,3.4595259868431794
204,3.4551265466577714
205,3.450321095473933
206,3.445086284601574
207,3.4394010067388243
208,3.4332463355240153
209,3.4266054650876656
210,3.419463649604473
211,3.4118081428452944
212,3.403628137729134
213,3.39491470587513
214,3.385660737154536
215,3.375860879242712
216,3.3655114771711068
217,3.354610512879246
218,3.343157544766714
219,3.3311536472451464
