doy,LAI
[-],[m2 m-2]
1,1.7850475260358485
2,1.784624104660218
3,1.7843347913787677
4,1.7841797224835807
5,1.7841589942769969
6,1.7842726630471064
7,1.7845207450519311
8,1.7849032165122916
9,1.7854200136133753
10,1.7860710325149838
11,1.7868561293704748
12,1.7877751203543986
13,1.7888277816988172
14,1.790013849738319
15,1.7913330209637226
16,1.7927849520844696
17,1.794625665110206
18,1.7965173153136578
19,1.798459306926115
20,1.800451036082474
21,1.8024918909594156
22,1.804581251913576
23,1.8067184916197225
24,1.8089029752089285
25,1.8111340604067447
26,1.8134110976713769
27,1.8157334303318566
28,1.8181003947262164
29,1.8205113203396655
30,1.8229655299427614
31,1.8254623397295853
32,1.828001059455916
33,1.8305809925774041
34,1.833201436387745
35,1.8358616821568552
36,1.838561015269043
37,1.8412987153611866
38,1.844074056460905
39,1.846886307124733
40,1.8497347305762961
41,1.8526185848444834
42,1.8555371229016224
43,1.8584895928016525
44,1.8614752378183002
45,1.8644932965832517
46,1.8675430032243274
47,1.8706235875036568
48,1.8737342749558517
49,1.8768742870261812
50,1.8800428412087435
51,1.8832391511846434
52,1.8864624269601629
53,1.8897118750049386
54,1.8929866983901322
55,1.8962860969266082
56,1.899609267303105
57,1.902955403224411
58,1.9063236955495362
59,1.9097133324298907
60,1.9131234994474537
61,1.91655337975295
62,1.920002154204025
63,1.9234690015034173
64,1.9269530983371324
65,1.9304536195126178
66,1.9339697380969378
67,1.937500625554945
68,1.9410454518874571
69,1.9446033857694291
70,1.9481735946881285
71,1.9517552450813083
72,1.955347502475382
73,1.9589495316235974
74,1.962560496644211
75,1.96617956115866
76,1.969805888429741
77,1.973438641499778
78,1.9770769833288016
79,1.9807200769327196
80,1.9843670855214937
81,1.9880171726373124
82,1.9916695022927635
83,1.995323239109012
84,1.9989775484539705
85,2.002631596580473
86,2.006284550764455
87,2.009935579443118
88,2.0135838523531135
89,2.0172285406687083
90,2.020868817139966
91,2.0245038562309148
92,2.028132834257726
93,2.031754929526886
94,2.0353693224733704
95,2.0389751957988196
96,2.0425717346097114
97,2.0461581265555346
98,2.0497335619669648
99,2.053297233994038
100,2.056848338744322
101,2.060386075421095
102,2.063909646461517
103,2.0674182576748033
104,2.0709111183804
105,2.0743874415461576
106,2.0778464439265054
107,2.0812873462006247
108,2.084709373110623
109,2.08811175359971
110,2.091493720950368
111,2.09485451292253
112,2.0981933718917505
113,2.1015095449873806
114,2.1048022842307446
115,2.1080708466733094
116,2.1113144945348625
117,2.1145324953416833
118,2.1177241220647205
119,2.120888653257761
120,2.1240253731956105
121,2.127133572012261
122,2.1302125458390706
123,2.133261596942934
124,2.1362800338644563
125,2.1392671715561304
126,2.1422223315205073
127,2.1451448419483734
128,2.148034037856921
129,2.1508892612279267
130,2.153709861145921
131,2.156495193936365
132,2.1592446233038256
133,2.1619575204701458
134,2.1646332643126227
135,2.1672712415021786
136,2.169870846641536
137,2.1724314824033932
138,2.1749525596685952
139,2.177433497664312
140,2.1798737241022095
141,2.182272675316622
142,2.184629796402732
143,2.186944541354739
144,2.1892163732040357
145,2.1914447641573833
146,2.1936291957350806
147,2.195769158909146
148,2.197864154241484
149,2.199913692022064
150,2.201917292407092
151,2.2038744855571846
152,2.205784811775547
153,2.2076478216461393
154,2.2094630761718608
155,2.2112301469127122
156,2.212948616123982
157,2.2146180768944106
158,2.21623813328437
159,2.217808400464035
160,2.21932850485156
161,2.2207980842512494
162,2.2222167879917367
163,2.2235842770641527
164,2.224900224260305
165,2.2261643143108474
166,2.227376244023457
167,2.2285357224210074
168,2.229642470879744
169,2.2306962232674548
170,2.2316967260816463
171,2.232643738587649
172,2.2335370329547555
173,2.2343763943856394
174,2.235161621237144
175,2.2358925251323893
176,2.23656893106418
177,2.2371906774897337
178,2.2377576164167072
179,2.2382696134805453
180,2.2387265480131235
181,2.2391283131027184
182,2.239474815645272
183,2.239765976386978
184,2.2400017299581654
185,2.2401820248985045
186,2.2403068236735146
187,2.240376102682382
188,2.240389852257092
189,2.2403480766528645
190,2.2402507940299046
191,2.2400980364264615
192,2.239889849723194
193,2.239626293598851
194,2.239307441477253
195,2.2389333804655998
196,2.238504211284065
197,2.238020048186721
198,2.23748101887376
199,2.236887264395034
200,2.2362389390448962
201,2.235536210248358
202,2.2347792584386283
203,2.2339682769279117
204,2.2331034717762557
205,2.2321850616603314
206,2.2312132777422
207,2.2301883635380917
208,2.2291105747871804
209,2.2279801793203546
210,2.2267974569289977
211,2.2255626992337567
212,2.2242762095533197
213,2.222938302773192
214,2.2215493052144653
215,2.2201095545025984
216,2.2186193994361876
217,2.2170791998557418
218,2.215489326512459
219,2.2138501609369987
220,2.212162095308258
221,2.2104255323221427
222,2.208640885060348
223,2.2068085768591272
224,2.2049290411780698
225,2.2030027214688728
226,2.2010300710441175
227,2.1990115529460454
228,2.19694763981533
229,2.19483881375985
230,2.1926855662234694
231,2.1904883978548066
232,2.188247818376011
233,2.185964346451539
234,2.183638509556925
235,2.181270843847557
236,2.178861894027457
237,2.176412213218046
238,2.1739223628269233
239,2.171392912416643
240,2.1688244395734833
241,2.166217529776227
242,2.1635727762649304
243,2.1608907799097024
244,2.1581721490794754
245,2.1554174995107833
246,2.152627454176532
247,2.1498026431547768
248,2.146943703497497
249,2.144051279099368
250,2.1411260205665403
251,2.138168585085407
252,2.135179636291385
253,2.1321598441376866
254,2.1291098847640946
255,2.1260304403657355
256,2.122922199061856
257,2.1197858547645967
258,2.1166221070477635
259,2.1134316610156114
260,2.1102152271716057
261,2.106973521287209
262,2.1037072642706462
263,2.100417182035686
264,2.0971040053704106
265,2.0937684698059944
266,2.090411315485472
267,2.0870332870325217
268,2.0836351334202314
269,2.0802176078398804
270,2.0767814675697065
271,2.0733274738436878
272,2.0698563917203123
273,2.0663689899513544
274,2.0628660408506483
275,2.0593483201628655
276,2.055816606932283
277,2.052271683371566
278,2.0487143347305357
279,2.0451453491649465
280,2.041565517605263
281,2.0379756336254276
282,2.0343764933116426
