doy,LAI
[-],[m2 m-2]
1,0.18339746926441147
2,0.18476854368727835
3,0.18620743137886017
4,0.18770716898900658
5,0.18926108902257938
6,0.19086284291498992
7,0.19250642310875593
8,0.19418618413107736
9,0.1958968626724322
10,0.19763359666619112
11,0.19939194336925206
12,0.20116789644369382
13,0.2029579020394492
14,0.20475887387799774
15,0.2065682073370772
16,0.20838379253641556
17,0.20979952415665662
18,0.2112330242155675
19,0.21268575549342805
20,0.2141595509790551
21,0.21565661414377862
22,0.21717951921541717
23,0.21873121145225355
24,0.2203150074170109
25,0.221934595250828
26,0.22359403494723534
27,0.22529775862613052
28,0.22705057080775426
29,0.2288576486866659
30,0.23072454240571935
31,0.23265717533003857
32,0.23466184432099343
33,0.23674522001017545
34,0.23891434707337347
35,0.24117664450583068
36,0.24353990593209368
37,0.24601230003501406
38,0.24860237113721237
39,0.2513190399362865
40,0.2541716043937644
41,0.2571697407778009
42,0.2603235048596191
43,0.2636433332636951
44,0.2671400449716883
45,0.27082484298011467
46,0.27470931611176513
47,0.27880544098086746
48,0.2831255841119933
49,0.28768250421270836
50,0.29248935459996767
51,0.29755968578025477
52,0.30290744818346516
53,0.3085469950505338
54,0.314493085474807
55,0.3207608875971589
56,0.3273659819548513
57,0.33432436498413853
58,0.3416524526766165
59,0.349367084389315
60,0.3574855268085362
61,0.3660254780674345
62,0.375005072017344
63,0.38444288265284726
64,0.3943579286905899
65,0.40476967830183935
66,0.4156980539975057
67,0.4271634376323153
68,0.4391866754435767
69,0.45178908309122706
70,0.46499245069787914
71,0.47881904788886853
72,0.4932916288323002
73,0.5084334372790958
74,0.5242682116030398
75,0.540820188172046
76,0.558114059662319
77,0.5761747781758303
78,0.5950271597727866
79,0.6146952887503075
80,0.635201721667314
81,0.6565664911156279
82,0.6788059092372806
83,0.7019311709880336
84,0.7259467571471082
85,0.7508486370731278
86,0.7766222712062658
87,0.8032404133166106
88,0.8306607124987357
89,0.8588231149124823
90,0.8876470652699527
91,0.91702853582414
92,0.9468376045003117
93,0.9769184140283571
94,1.0070922337172128
95,1.037163651626795
96,1.0669298971374397
97,1.0961932939168453
98,1.1247768432845253
99,1.1525428433176375
100,1.179412082638853
101,1.2053773615818033
102,1.230508879674761
103,1.2549513947864293
104,1.2789131539338447
105,1.302646595752385
